455.0      225.0      4951.      11.0    12.0
360.0      175.0      3821.      11.0    13.0
225.0      105.0      3121.      16.5    18.0
250.0      100.0      3278.      18.0    16.0
232.0      100.0      2945.      16.0    18.0
250.0      88.00      3021.      16.5    18.0
198.0      95.00      2904.      16.0    23.0
97.00      46.00      1950.      21.0    26.0
400.0      150.0      4997.      14.0    11.0
400.0      167.0      4906.      12.5    12.0
360.0      170.0      4654.      13.0    13.0
350.0      180.0      4499.      12.5    12.0
232.0      100.0      2789.      15.0    18.0
97.00      88.00      2279.      19.0    20.0
140.0      72.00      2401.      19.5    21.0
108.0      94.00      2379.      16.5    22.0
70.00      90.00      2124.      13.5    18.0
122.0      85.00      2310.      18.5    19.0
155.0      107.0      2472.      14.0    21.0
98.00      90.00      2265.      15.5    26.0
350.0      145.0      4082.      13.0    15.0
400.0      230.0      4278.      9.50    16.0
68.00      49.00      1867.      19.5    29.0
116.0      75.00      2158.      15.5    24.0
114.0      91.00      2582.      14.0    20.0
121.0      112.0      2868.      15.5    19.0
318.0      150.0      3399.      11.0    15.0
121.0      110.0      2660.      14.0    24.0
156.0      122.0      2807.      13.5    20.0
350.0      180.0      3664.      11.0    11.0
198.0      95.00      3102.      16.5    20.0
232.0      100.0      2901.      16.0    19.0
250.0      100.0      3336.      17.0    15.0
79.00      67.00      1950.      19.0    31.0
122.0      80.00      2451.      16.5    26.0
71.00      65.00      1836.      21.0    32.0
140.0      75.00      2542.      17.0    25.0
250.0      100.0      3781.      17.0    16.0
258.0      110.0      3632.      18.0    16.0
225.0      105.0      3613.      16.5    18.0
302.0      140.0      4141.      14.0    16.0
350.0      150.0      4699.      14.5    13.0
318.0      150.0      4457.      13.5    14.0
302.0      140.0      4638.      16.0    14.0
304.0      150.0      4257.      15.5    14.0
98.00      83.00      2219.      16.5    29.0
79.00      67.00      1963.      15.5    26.0
97.00      78.00      2300.      14.5    26.0
76.00      52.00      1649.      16.5    31.0
83.00      61.00      2003.      19.0    32.0
90.00      75.00      2125.      14.5    28.0
90.00      75.00      2108.      15.5    24.0
116.0      75.00      2246.      14.0    26.0
120.0      97.00      2489.      15.0    24.0
108.0      93.00      2391.      15.5    26.0
79.00      67.00      2000.      16.0    31.0
225.0      95.00      3264.      16.0    19.0
250.0      105.0      3459.      16.0    18.0
250.0      72.00      3432.      21.0    15.0
250.0      72.00      3158.      19.5    15.0
400.0      170.0      4668.      11.5    16.0
350.0      145.0      4440.      14.0    15.0
318.0      150.0      4498.      14.5    16.0
351.0      148.0      4657.      13.5    14.0
231.0      110.0      3907.      21.0    17.0
250.0      105.0      3897.      18.5    16.0
258.0      110.0      3730.      19.0    15.0
225.0      95.00      3785.      19.0    18.0
231.0      110.0      3039.      15.0    21.0
262.0      110.0      3221.      13.5    20.0
302.0      129.0      3169.      12.0    13.0
97.00      75.00      2171.      16.0    29.0
140.0      83.00      2639.      17.0    23.0
232.0      100.0      2914.      16.0    20.0
140.0      78.00      2592.      18.5    23.0
134.0      96.00      2702.      13.5    24.0
90.00      71.00      2223.      16.5    25.0
119.0      97.00      2545.      17.0    24.0
171.0      97.00      2984.      14.5    18.0
90.00      70.00      1937.      14.0    29.0
232.0      90.00      3211.      17.0    19.0
115.0      95.00      2694.      15.0    23.0
120.0      88.00      2957.      17.0    23.0
121.0      98.00      2945.      14.5    22.0
121.0      115.0      2671.      13.5    25.0
91.00      53.00      1795.      17.5    33.0
107.0      86.00      2464.      15.5    28.0
116.0      81.00      2220.      16.9    25.0
140.0      92.00      2572.      14.9    25.0
98.00      79.00      2255.      17.7    26.0
101.0      83.00      2202.      15.3    27.0
305.0      140.0      4215.      13.0    17.5
318.0      150.0      4190.      13.0    16.0
304.0      120.0      3962.      13.9    15.5
351.0      152.0      4215.      12.8    14.5
225.0      100.0      3233.      15.4    22.0
250.0      105.0      3353.      14.5    22.0
200.0      81.00      3012.      17.6    24.0
232.0      90.00      3085.      17.6    22.5
85.00      52.00      2035.      22.2    29.0
98.00      60.00      2164.      22.1    24.5
90.00      70.00      1937.      14.2    29.0
91.00      53.00      1795.      17.4    33.0
225.0      100.0      3651.      17.7    20.0
250.0      78.00      3574.      21.0    18.0
250.0      110.0      3645.      16.2    18.5
258.0      95.00      3193.      17.8    17.5
97.00      71.00      1825.      12.2    29.5
85.00      70.00      1990.      17.0    32.0
97.00      75.00      2155.      16.4    28.0
140.0      72.00      2565.      13.6    26.5
130.0      102.0      3150.      15.7    20.0
318.0      150.0      3940.      13.2    13.0
120.0      88.00      3270.      21.9    19.0
156.0      108.0      2930.      15.5    19.0
168.0      120.0      3820.      16.7    16.5
350.0      180.0      4380.      12.1    16.5
350.0      145.0      4055.      12.0    13.0
302.0      130.0      3870.      15.0    13.0
318.0      150.0      3755.      14.0    13.0
98.00      68.00      2045.      18.5    31.5
111.0      80.00      2155.      14.8    30.0
79.00      58.00      1825.      18.6    36.0
122.0      96.00      2300.      15.5    25.5
85.00      70.00      1945.      16.8    33.5
305.0      145.0      3880.      12.5    17.5
260.0      110.0      4060.      19.0    17.0
318.0      145.0      4140.      13.7    15.5
302.0      130.0      4295.      14.9    15.0
250.0      110.0      3520.      16.4    17.5
231.0      105.0      3425.      16.9    20.5
225.0      100.0      3630.      17.7    19.0
250.0      98.00      3525.      19.0    18.5
400.0      180.0      4220.      11.1    16.0
350.0      170.0      4165.      11.4    15.5
400.0      190.0      4325.      12.2    15.5
351.0      149.0      4335.      14.5    16.0
97.00      78.00      1940.      14.5    29.0
151.0      88.00      2740.      16.0    24.5
97.00      75.00      2265.      18.2    26.0
140.0      89.00      2755.      15.8    25.5
98.00      63.00      2051.      17.0    30.5
98.00      83.00      2075.      15.9    33.5
97.00      67.00      1985.      16.4    30.0
97.00      78.00      2190.      14.1    30.5
146.0      97.00      2815.      14.5    22.0
121.0      110.0      2600.      12.8    21.5
80.00      110.0      2720.      13.5    21.5
90.00      48.00      1985.      21.5    43.1
98.00      66.00      1800.      14.4    36.1
78.00      52.00      1985.      19.4    32.8
85.00      70.00      2070.      18.6    39.4
91.00      60.00      1800.      16.4    36.1
260.0      110.0      3365.      15.5    19.9
318.0      140.0      3735.      13.2    19.4
302.0      139.0      3570.      12.8    20.2
231.0      105.0      3535.      19.2    19.2
200.0      95.00      3155.      18.2    20.5
200.0      85.00      2965.      15.8    20.2
140.0      88.00      2720.      15.4    25.1
225.0      100.0      3430.      17.2    20.5
232.0      90.00      3210.      17.2    19.4
231.0      105.0      3380.      15.8    20.6
200.0      85.00      3070.      16.7    20.8
225.0      110.0      3620.      18.7    18.6
258.0      120.0      3410.      15.1    18.1
305.0      145.0      3425.      13.2    19.2
231.0      165.0      3445.      13.4    17.7
302.0      139.0      3205.      11.2    18.1
318.0      140.0      4080.      13.7    17.5
98.00      68.00      2155.      16.5    30.0
134.0      95.00      2560.      14.2    27.5
119.0      97.00      2300.      14.7    27.2
105.0      75.00      2230.      14.5    30.9
134.0      95.00      2515.      14.8    21.1
156.0      105.0      2745.      16.7    23.2
151.0      85.00      2855.      17.6    23.8
119.0      97.00      2405.      14.9    23.9
131.0      103.0      2830.      15.9    20.3
163.0      125.0      3140.      13.6    17.0
121.0      115.0      2795.      15.7    21.6
163.0      133.0      3410.      15.8    16.2
89.00      71.00      1990.      14.9    31.5
98.00      68.00      2135.      16.6    29.5
231.0      115.0      3245.      15.4    21.5
200.0      85.00      2990.      18.2    19.8
140.0      88.00      2890.      17.3    22.3
232.0      90.00      3265.      18.2    20.2
225.0      110.0      3360.      16.6    20.6
305.0      130.0      3840.      15.4    17.0
302.0      129.0      3725.      13.4    17.6
351.0      138.0      3955.      13.2    16.5
318.0      135.0      3830.      15.2    18.2
350.0      155.0      4360.      14.9    16.9
351.0      142.0      4054.      14.3    15.5
267.0      125.0      3605.      15.0    19.2
360.0      150.0      3940.      13.0    18.5
89.00      71.00      1925.      14.0    31.9
86.00      65.00      1975.      15.2    34.1
98.00      80.00      1915.      14.4    35.7
121.0      80.00      2670.      15.0    27.4
183.0      77.00      3530.      20.1    25.4
350.0      125.0      3900.      17.4    23.0
141.0      71.00      3190.      24.8    27.2
260.0      90.00      3420.      22.2    23.9
105.0      70.00      2200.      13.2    34.2
105.0      70.00      2150.      14.9    34.5
85.00      65.00      2020.      19.2    31.8
91.00      69.00      2130.      14.7    37.3
151.0      90.00      2670.      16.0    28.4
173.0      115.0      2595.      11.3    28.8
173.0      115.0      2700.      12.9    26.8
151.0      90.00      2556.      13.2    33.5
98.00      76.00      2144.      14.7    41.5
89.00      60.00      1968.      18.8    38.1
98.00      70.00      2120.      15.5    32.1
86.00      65.00      2019.      16.4    37.2
151.0      90.00      2678.      16.5    28.0
140.0      88.00      2870.      18.1    26.4
151.0      90.00      3003.      20.1    24.3
225.0      90.00      3381.      18.7    19.1
97.00      78.00      2188.      15.8    34.3
134.0      90.00      2711.      15.5    29.8
120.0      75.00      2542.      17.5    31.3
119.0      92.00      2434.      15.0    37.0
108.0      75.00      2265.      15.2    32.2
86.00      65.00      2110.      17.9    46.6
156.0      105.0      2800.      14.4    27.9
85.00      65.00      2110.      19.2    40.8
90.00      48.00      2085.      21.7    44.3
90.00      48.00      2335.      23.7    43.4
121.0      67.00      2950.      19.9    36.4
146.0      67.00      3250.      21.8    30.0
91.00      67.00      1850.      13.8    44.6
97.00      67.00      2145.      18.0    33.8
89.00      62.00      1845.      15.3    29.8
168.0      132.0      2910.      11.4    32.7
70.00      100.0      2420.      12.5    23.7
122.0      88.00      2500.      15.1    35.0
107.0      72.00      2290.      17.0    32.4
135.0      84.00      2490.      15.7    27.2
151.0      84.00      2635.      16.4    26.6
156.0      92.00      2620.      14.4    25.8
173.0      110.0      2725.      12.6    23.5
135.0      84.00      2385.      12.9    30.0
79.00      58.00      1755.      16.9    39.1
86.00      64.00      1875.      16.4    39.0
81.00      60.00      1760.      16.1    35.1
97.00      67.00      2065.      17.8    32.3
85.00      65.00      1975.      19.4    37.0
89.00      62.00      2050.      17.3    37.7
91.00      68.00      1985.      16.0    34.1
105.0      63.00      2215.      14.9    34.7
98.00      65.00      2045.      16.2    34.4
98.00      65.00      2380.      20.7    29.9
105.0      74.00      2190.      14.2    33.0
107.0      75.00      2210.      14.4    33.7
108.0      75.00      2350.      16.8    32.4
119.0      100.0      2615.      14.8    32.9
120.0      74.00      2635.      18.3    31.6
141.0      80.00      3230.      20.4    28.1
145.0      76.00      3160.      19.6    30.7
168.0      116.0      2900.      12.6    25.4
146.0      120.0      2930.      13.8    24.2
231.0      110.0      3415.      15.8    22.4
350.0      105.0      3725.      19.0    26.6
200.0      88.00      3060.      17.1    20.2
225.0      85.00      3465.      16.6    17.6
112.0      88.00      2605.      19.6    28.0
112.0      88.00      2640.      18.6    27.0
112.0      88.00      2395.      18.0    34.0
112.0      85.00      2575.      16.2    31.0
135.0      84.00      2525.      16.0    29.0
151.0      90.00      2735.      18.0    27.0
140.0      92.00      2865.      16.4    24.0
105.0      74.00      1980.      15.3    36.0
91.00      68.00      2025.      18.2    37.0
91.00      68.00      1970.      17.6    31.0
105.0      63.00      2125.      14.7    38.0
98.00      70.00      2125.      17.3    36.0
120.0      88.00      2160.      14.5    36.0
107.0      75.00      2205.      14.5    36.0
108.0      70.00      2245       16.9    34.0
91.00      67.00      1965.      15.0    38.0
91.00      67.00      1965.      15.7    32.0
91.00      67.00      1995.      16.2    38.0
181.0      110.0      2945.      16.4    25.0
262.0      85.00      3015.      17.0    38.0
156.0      92.00      2585.      14.5    26.0
232.0      112.0      2835       14.7    22.0
144.0      96.00      2665.      13.9    32.0
135.0      84.00      2370.      13.0    36.0
151.0      90.00      2950.      17.3    27.0
140.0      86.00      2790.      15.6    27.0
97.00      52.00      2130.      24.6    44.0
135.0      84.00      2295.      11.6    32.0
120.0      79.00      2625.      18.6    28.0
119.0      82.00      2720.      19.4    31.0                   
